Price,rooms,price_per_m2,level,levels,year,area_total,area_living,area_kitchen,street,publish_date
185000.0,3.0,1745.0,18.0,25.0,2014.0,106.0,,,Богданівська,28 грудня 2020 р.
68000.0,2.0,1030.0,10.0,26.0,2020.0,66.0,27.0,24.0,,
57000.0,1.0,1295.0,9.0,25.0,2019.0,44.0,,16.0,Сверстюка,28 жовтня 2019 р.
52500.0,2.0,721.0,7.0,25.0,2021.0,,30.0,18.0,Ревуцького,
250000.0,4.0,1923.0,7.0,22.0,2010.0,130.0,50.0,50.0,Ованеса Туманяна,13 листопада 2020 р.
540000.0,4.0,4000.0,4.0,14.0,2019.0,135.0,,,Саперне Поле,7 липня 2020 р.
120000.0,3.0,945.0,12.0,16.0,1997.0,127.0,,14.0,Григоренка,11 березня 2020 р.
55999.0,1.0,1400.0,13.0,14.0,2020.0,40.0,22.0,6.0,Гречка,
68800.0,3.0,1110.0,2.0,12.0,1977.0,62.0,40.0,8.0,Богатирська,27 лютого
120000.0,2.0,2400.0,19.0,22.0,2009.0,50.0,,,Білоруська,11 лютого 2014 р.
94000.0,1.0,2043.0,1.0,9.0,,46.0,,,Регенераторна,
65500.0,1.0,1770.0,20.0,27.0,2019.0,37.0,14.0,9.0,Вишняківська,22 грудня 2020 р.
50000.0,2.0,1087.0,16.0,16.0,1982.0,46.0,26.0,8.0,Гонгадзе,3 липня 2019 р.
52500.0,1.0,1117.0,15.0,25.0,2019.0,47.0,15.0,18.0,Правди,2 листопада 2020 р.
64980.0,4.0,812.0,4.0,9.0,1969.0,80.0,56.0,7.0,Кольцова,4 вересня 2019 р.
115000.0,2.0,1643.0,13.0,17.0,2014.0,70.0,32.0,12.0,Воскресенська,9 грудня 2020 р.
200000.0,2.0,2564.0,14.0,20.0,2005.0,78.0,38.0,19.0,Руставелі,18 березня 2015 р.
484000.0,2.0,3569.0,2.0,24.0,2010.0,,,,Голосіївський,2 березня 2016 р.
79000.0,1.0,1775.0,5.0,18.0,2015.0,,,15.0,Комбінатна,20 лютого
45000.0,2.0,1000.0,5.0,5.0,1960.0,45.0,31.0,6.0,Салютна,16 січня
78000.0,1.0,1418.0,7.0,26.0,,55.0,15.0,18.0,Маланюка,
91999.0,3.0,1000.0,1.0,5.0,1958.0,92.0,48.0,27.0,Ромоданова,13 лютого 2020 р.
128000.0,1.0,2510.0,2.0,9.0,2015.0,51.0,15.0,25.0,Саперне Поле,13 листопада 2020 р.
38700.0,1.0,900.0,18.0,25.0,,43.0,15.0,16.0,Сім’ї Кульженків,
95000.0,2.0,1557.0,3.0,5.0,1960.0,61.0,,,Лабораторна,8 лютого
77000.0,1.0,1426.0,16.0,24.0,2015.0,54.0,22.0,11.0,Драгоманова,11 лютого
52990.0,1.0,1162.0,7.0,22.0,,,19.0,20.0,,
330000.0,3.0,2357.0,2.0,9.0,2000.0,140.0,,,Кудрявська,28 лютого 2020 р.
83000.0,2.0,1107.0,10.0,26.0,2019.0,75.0,30.0,27.0,Краківська,25 січня
105000.0,2.0,1721.0,12.0,12.0,2008.0,61.0,27.0,26.0,Кольцова,29 листопада 2020 р.
225000.0,2.0,4500.0,8.0,23.0,2019.0,50.0,,,Антоновича,6 грудня 2019 р.
62000.0,2.0,954.0,3.0,19.0,2001.0,65.0,,,Лариси Руденко,10 лютого
90000.0,4.0,811.0,1.0,14.0,2008.0,111.0,72.0,12.0,Івана Пулюя,17 липня 2020 р.
215000.0,3.0,2389.0,2.0,5.0,1959.0,90.0,40.0,10.0,Українки,14 червня 2018 р.
137000.0,3.0,1575.0,1.0,9.0,1970.0,87.0,59.0,13.0,Тютюнника,5 вересня 2020 р.
36000.0,1.0,1000.0,9.0,9.0,1980.0,36.0,19.0,7.0,Юрія Смолича,27 грудня 2020 р.
195000.0,4.0,1931.0,6.0,24.0,2014.0,101.0,70.0,15.0,Оболонський,21 вересня 2019 р.
60000.0,3.0,882.0,7.0,16.0,1975.0,68.0,44.0,8.0,Курбаса,7 жовтня 2020 р.
87000.0,2.0,1338.0,16.0,17.0,2002.0,65.0,,13.0,Верховинця,15 січня
185000.0,2.0,2256.0,5.0,21.0,2015.0,82.0,61.0,12.0,Зарічна,6 жовтня 2020 р.
210000.0,2.0,2442.0,9.0,23.0,2012.0,86.0,42.0,21.0,Дніпровська,19 вересня 2017 р.
135000.0,2.0,1776.0,11.0,25.0,2011.0,76.0,45.0,12.0,Коломийський,11 січня
84000.0,3.0,944.0,8.0,26.0,,89.0,43.0,18.0,Правди,
160000.0,3.0,2000.0,21.0,25.0,2018.0,80.0,,,Каховська,28 грудня 2020 р.
292000.0,3.0,2454.0,10.0,11.0,,119.0,,17.0,Бойчука,
53000.0,1.0,1104.0,8.0,25.0,,48.0,14.0,19.0,Правди,
115000.0,1.0,2738.0,6.0,24.0,2019.0,42.0,,,Маккейна,8 лютого
90900.0,1.0,1748.0,14.0,36.0,,52.0,,14.0,Перемоги,
2100000.0,3.0,7292.0,7.0,11.0,2007.0,288.0,150.0,35.0,Грушевського,28 січня 2019 р.
980000.0,6.0,2761.0,7.0,7.0,2010.0,355.0,320.0,33.0,Срібнокільська,7 листопада 2019 р.
91260.0,1.0,1738.0,29.0,36.0,,,17.0,,Перемоги,
118000.0,2.0,1573.0,16.0,22.0,2010.0,75.0,32.0,12.0,Урлівська,14 квітня 2020 р.
84100.0,2.0,1294.0,22.0,32.0,,65.0,34.0,14.0,Заболотного,
79700.0,1.0,2952.0,23.0,23.0,2012.0,27.0,15.0,5.0,Максимовича,19 жовтня 2020 р.
220000.0,4.0,1746.0,16.0,23.0,2004.0,126.0,80.0,,Бажана,27 травня 2020 р.
155000.0,2.0,2214.0,9.0,10.0,2014.0,70.0,,,Сікорського,2 листопада 2020 р.
40000.0,1.0,1176.0,10.0,16.0,1973.0,34.0,,8.0,Курбаса,25 серпня 2020 р.
68500.0,1.0,1593.0,11.0,27.0,,43.0,14.0,16.0,Дніпровська,
720000.0,4.0,4500.0,,,,160.0,,,Драгомирова,7 червня 2019 р.
64000.0,2.0,1231.0,3.0,12.0,1983.0,52.0,30.0,9.0,,13 листопада 2020 р.
44000.0,2.0,1023.0,5.0,5.0,1960.0,43.0,27.0,6.0,Антонова,14 вересня 2020 р.
63000.0,3.0,1086.0,7.0,9.0,,58.0,40.0,7.0,Бучми,
64500.0,3.0,935.0,7.0,9.0,1970.0,69.0,45.0,10.0,Кубанської України,4 грудня 2020 р.
100000.0,2.0,1408.0,15.0,23.0,2007.0,71.0,30.0,12.0,Дніпровська,16 червня 2020 р.
249999.0,3.0,2500.0,17.0,25.0,2017.0,100.0,,,Панельна,12 січня
270000.0,4.0,1525.0,17.0,25.0,2005.0,177.0,112.0,18.0,Коновальця,13 червня 2018 р.
52000.0,1.0,1238.0,4.0,4.0,,42.0,17.0,14.0,Богатирська,
50000.0,1.0,1562.0,9.0,9.0,1977.0,32.0,17.0,7.0,Оболонський,21 березня 2020 р.
465000.0,4.0,3019.0,18.0,25.0,2005.0,154.0,,,Українки,12 лютого
125000.0,3.0,1623.0,3.0,24.0,2015.0,77.0,42.0,,Бориса Гмирі,8 липня 2020 р.
84000.0,2.0,1000.0,19.0,25.0,,84.0,37.0,23.0,Правди,
69000.0,1.0,1643.0,8.0,10.0,2018.0,42.0,12.0,20.0,Центральна,
70000.0,2.0,1446.0,6.0,9.0,1968.0,,30.0,8.0,Преображенська,23 вересня 2020 р.
260000.0,4.0,1781.0,24.0,24.0,2018.0,146.0,,,Коновальця,27 лютого
124860.0,2.0,2230.0,5.0,5.0,1959.0,56.0,30.0,9.0,Українки,6 грудня 2019 р.
135000.0,4.0,1688.0,5.0,5.0,1959.0,80.0,55.0,15.0,,2 серпня 2019 р.
170000.0,3.0,2068.0,4.0,5.0,1910.0,,,,Велика Васильківська,25 січня
84000.0,1.0,1680.0,12.0,26.0,2018.0,50.0,16.0,16.0,Липківського,14 травня 2020 р.
612500.0,5.0,2300.0,10.0,11.0,,,,38.0,Бойчука,
46500.0,2.0,1257.0,5.0,5.0,1962.0,37.0,22.0,7.0,Васильківська,12 листопада 2020 р.
129000.0,3.0,1162.0,21.0,25.0,2007.0,111.0,58.0,14.0,Данькевича,вчора о 10:50
89332.9,3.0,1146.5,1.0,4.0,,,,,Богатирська,
99000.0,3.0,1375.0,9.0,10.0,1977.0,72.0,,,Українки,14 квітня 2020 р.
117000.0,3.0,1603.0,9.0,16.0,,73.0,29.0,11.0,Гречка,
1035900.0,5.0,4504.0,4.0,8.0,2016.0,230.0,75.0,78.0,Редутна,30 вересня 2020 р.
132000.0,3.0,1650.0,22.0,24.0,2015.0,80.0,,,Бориса Гмирі,15 жовтня 2020 р.
340000.0,3.0,2833.0,2.0,18.0,2010.0,120.0,,20.0,Драгомирова,16 лютого
31000.0,1.0,1192.0,2.0,5.0,1965.0,26.0,,6.0,Туполєва,11 лютого
55000.0,3.0,859.0,1.0,9.0,1971.0,64.0,41.0,,Кондратюка,27 січня
43000.0,2.0,915.0,1.0,9.0,1971.0,47.0,30.0,7.0,Мінський,1 лютого
235000.0,4.0,1728.0,8.0,24.0,2007.0,136.0,81.0,17.0,Княжий Затон,1 вересня 2017 р.
105900.0,1.0,1925.0,22.0,26.0,2016.0,55.0,,,Герцена,4 грудня 2020 р.
49700.0,1.0,1012.0,19.0,25.0,2020.0,,18.0,18.0,Балтійський,28 лютого 2020 р.
110000.0,3.0,1000.0,10.0,17.0,2010.0,110.0,61.0,16.0,Ернста,23 квітня 2020 р.
275000.0,2.0,3929.0,6.0,25.0,2010.0,70.0,,25.0,Шаповала,18 лютого
220000.0,2.0,3607.0,2.0,5.0,,61.0,30.0,10.0,Городецького,7 грудня 2020 р.
30000.0,1.0,602.0,22.0,25.0,,,,,Сім'ї Сосніних,
140000.0,1.0,2729.0,10.0,12.0,,,,,Івана Мазепи,8 серпня 2020 р.
132500.0,2.0,1636.0,15.0,22.0,2012.0,81.0,37.0,16.0,Червоноткацька,2 квітня 2020 р.
50000.0,1.0,1667.0,5.0,5.0,1962.0,30.0,16.0,5.0,,25 січня
225000.0,3.0,2022.0,11.0,25.0,2008.0,,,,Голосіївська,1 вересня 2020 р.
165000.0,2.0,2324.0,2.0,4.0,1895.0,71.0,47.0,8.0,,19 лютого 2020 р.
65000.0,2.0,970.0,24.0,25.0,2019.0,67.0,34.0,11.0,Миколи Гулака,вчора о 17:55
230000.0,2.0,4107.0,3.0,25.0,2019.0,56.0,,,Івана Федорова,19 лютого 2020 р.
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,Саперне Поле,7 липня 2020 р.
33071.4,1.0,718.9,24.0,25.0,,46.0,25.0,12.0,Миколи Хвильового,
777500.0,3.0,4494.0,3.0,13.0,2003.0,173.0,111.0,19.0,Паторжинського,29 листопада 2019 р.
128500.0,3.0,988.0,23.0,24.0,2014.0,130.0,90.0,15.0,Наумовича,20 жовтня 2020 р.
80000.0,2.0,1404.0,25.0,25.0,2010.0,57.0,24.0,19.0,Калнишевського,сьогодні о 18:00
100500.0,2.0,1378.0,16.0,26.0,,,,,Дніпровська,
149000.0,1.0,3170.0,3.0,9.0,,47.0,,,Електриків,
95000.0,1.0,2317.0,14.0,25.0,2018.0,41.0,,,Солом'янська,24 лютого
159000.0,2.0,2446.0,4.0,4.0,1898.0,65.0,15.0,30.0,Шевченка,21 березня 2020 р.
68000.0,2.0,1259.0,14.0,16.0,1982.0,54.0,,,Озерна,26 вересня 2019 р.
89400.0,3.0,1090.0,9.0,15.0,1998.0,82.0,42.0,14.0,Григоренка,20 жовтня 2020 р.
330000.0,3.0,2674.0,4.0,24.0,2016.0,,56.0,,Антонова,21 квітня 2020 р.
229000.0,3.0,1684.0,2.0,24.0,2013.0,136.0,72.0,20.0,Голосіївський,12 листопада 2020 р.
67000.0,1.0,1426.0,16.0,16.0,2016.0,47.0,,,Комарова,12 грудня 2020 р.
66500.0,2.0,1279.0,9.0,10.0,1989.0,52.0,29.0,8.0,Борщагівська,28 жовтня 2020 р.
480000.0,4.0,3200.0,20.0,23.0,2009.0,150.0,84.0,16.0,Шевченка,22 липня 2020 р.
74000.0,1.0,1762.0,3.0,16.0,,42.0,,,Максимовича,
175000.0,3.0,1842.0,10.0,25.0,2011.0,95.0,52.0,11.0,Ковальський,5 лютого 2016 р.
159000.0,2.0,2092.0,20.0,24.0,2016.0,76.0,37.0,,Малевича,11 серпня 2020 р.
3200000.0,5.0,9143.0,5.0,5.0,,350.0,,,Мічуріна,
380000.0,3.0,1990.0,15.0,47.0,2012.0,191.0,,,,7 травня 2020 р.
63000.0,2.0,808.0,22.0,25.0,,78.0,36.0,12.0,Балтійський,
85000.0,3.0,1104.0,6.0,20.0,1998.0,77.0,45.0,9.0,Азербайджанська,30 листопада 2020 р.
130032.0,,1548.0,15.0,25.0,2016.0,84.0,50.0,17.0,Зарічна,27 лютого
95700.0,3.0,1113.0,25.0,25.0,2016.0,86.0,43.0,12.0,Чавдар,19 грудня 2020 р.
50000.0,1.0,1316.0,18.0,24.0,2019.0,38.0,17.0,10.0,Правди,2 листопада 2020 р.
114900.0,3.0,1197.0,12.0,22.0,2006.0,96.0,47.0,14.0,Урлівська,30 вересня 2020 р.
41500.0,1.0,1092.0,4.0,25.0,,38.0,17.0,10.0,Бориспільська,
125000.0,3.0,1302.0,12.0,25.0,2016.0,96.0,46.0,14.0,Поправки,11 липня 2020 р.
48000.0,2.0,923.0,7.0,16.0,,52.0,,,Бориспільська,
59899.0,2.0,1393.0,9.0,9.0,1967.0,43.0,28.0,7.0,Ентузіастів,23 червня 2020 р.
83000.0,1.0,1566.0,10.0,10.0,2017.0,53.0,,,Малоземельна,21 грудня 2020 р.
335000.0,1.0,4926.0,22.0,32.0,2016.0,68.0,16.0,35.0,Саксаганського,9 лютого
98500.0,3.0,1449.0,5.0,9.0,1980.0,68.0,43.0,10.0,Героїв Сталінграда,29 вересня 2020 р.
58000.0,3.0,841.0,9.0,9.0,1971.0,69.0,,,Зодчих,16 лютого
52000.0,1.0,1576.0,10.0,24.0,2010.0,33.0,15.0,7.0,Калнишевського,27 лютого
195000.0,2.0,,,,,,,,Філатова,17 липня 2020 р.
345000.0,4.0,2054.0,10.0,18.0,2005.0,168.0,89.0,13.0,Старонаводницька,10 листопада 2020 р.
89900.0,2.0,1138.0,2.0,34.0,,79.0,32.0,20.0,Заболотного,
58000.0,1.0,1286.0,24.0,25.0,,,,,Правди,
66500.0,3.0,1023.0,5.0,9.0,1978.0,65.0,42.0,8.0,,8 листопада 2020 р.
290000.0,1.0,6444.0,22.0,24.0,2019.0,45.0,12.0,18.0,Антоновича,14 жовтня 2020 р.
380000.0,4.0,1767.0,3.0,25.0,2011.0,215.0,110.0,40.0,Шаповала,8 вересня 2020 р.
230000.0,2.0,4107.0,3.0,25.0,2019.0,56.0,,,Івана Федорова,19 лютого 2020 р.
135000.0,2.0,1800.0,5.0,10.0,2001.0,75.0,27.0,34.0,Деревлянська,1 липня 2019 р.
165000.0,3.0,1602.0,9.0,17.0,2011.0,103.0,60.0,25.0,Вільямса,1 серпня 2020 р.
107000.0,3.0,1189.0,12.0,14.0,2010.0,90.0,52.0,11.0,Васильченка,18 липня 2018 р.
139990.0,1.0,3182.0,24.0,24.0,2017.0,44.0,20.0,15.0,Предславинська,13 березня 2020 р.
31000.0,1.0,886.0,14.0,25.0,,35.0,,,Крайня,
58000.0,2.0,866.0,15.0,25.0,2009.0,67.0,32.0,12.0,Милославська,28 вересня 2020 р.
145000.0,3.0,1593.0,3.0,25.0,2018.0,91.0,68.0,17.0,Воскресенська,11 листопада 2020 р.
67900.0,2.0,1235.0,22.0,26.0,,55.0,25.0,15.0,Маланюка,
230000.0,3.0,2035.0,12.0,24.0,2007.0,113.0,53.0,15.0,Дніпровська,29 січня
240000.0,3.0,2449.0,4.0,5.0,1895.0,98.0,57.0,11.0,Пушкінська,28 січня
65280.0,1.0,1200.0,,,,,,,Набережно-Корчуватська,
150000.0,2.0,2459.0,23.0,25.0,2015.0,61.0,33.0,9.0,Зарічна,31 травня 2017 р.
499990.0,3.0,3125.0,5.0,11.0,2005.0,160.0,,,Тургенєвська,9 березня 2020 р.
66624.0,3.0,833.1,13.0,26.0,,,,,Радченка,
140000.0,3.0,1265.0,6.0,9.0,,,,38.0,Зарічна,
68900.0,1.0,1531.0,8.0,9.0,2016.0,45.0,25.0,11.0,Метрологічна,31 січня
73860.0,2.0,1319.0,5.0,9.0,,56.0,30.0,9.0,Йорданська,11 листопада 2020 р.
49500.0,2.0,1053.0,5.0,9.0,1969.0,47.0,28.0,7.0,Кольцова,26 січня
138000.0,2.0,2300.0,13.0,14.0,2017.0,60.0,30.0,10.0,Максимовича,
55500.0,2.0,911.0,,,1971.0,,28.0,,Науки,3 січня
206000.0,3.0,1943.0,18.0,20.0,2008.0,106.0,58.0,,Саперно-Слобідська,15 лютого 2016 р.
110000.0,1.0,3333.0,3.0,10.0,1977.0,33.0,20.0,,Шовковична,19 січня
250000.0,3.0,2809.0,3.0,23.0,2019.0,89.0,,,Трускавецька,12 лютого
59157.0,2.0,873.0,11.0,17.0,,,,,Гавела,
53000.0,1.0,1152.0,7.0,25.0,,46.0,,,Повітрофлотський,
58000.0,3.0,1000.0,9.0,9.0,1967.0,58.0,,8.0,Запорожця,28 жовтня 2020 р.
177000.0,2.0,2185.0,5.0,13.0,2019.0,81.0,55.0,15.0,Маккейна,21 березня 2020 р.
86000.0,1.0,1654.0,8.0,36.0,,52.0,19.0,14.0,Перемоги,
70000.0,3.0,745.0,4.0,20.0,2014.0,94.0,45.0,14.0,Щербаківського,19 вересня 2020 р.
73000.0,1.0,1521.0,20.0,26.0,2018.0,48.0,10.0,23.0,Зарічна,24 лютого
45000.0,1.0,1125.0,9.0,10.0,1994.0,40.0,18.0,9.0,Будищанська,31 січня
115000.0,1.0,2300.0,10.0,24.0,2019.0,50.0,17.0,21.0,Жилянська,26 жовтня 2020 р.
79000.0,1.0,1775.0,5.0,18.0,2015.0,,,15.0,Комбінатна,20 лютого
88000.0,2.0,989.0,4.0,25.0,2014.0,89.0,60.0,15.0,Ревуцького,23 грудня 2020 р.
29900.0,1.0,906.0,4.0,4.0,1960.0,33.0,19.0,6.0,Бородіна,11 вересня 2020 р.
189000.0,4.0,,,,,,,,Руставелі,30 січня 2020 р.
95000.0,2.0,1730.0,10.0,16.0,1993.0,,29.0,,Драгоманова,21 вересня 2020 р.
128000.0,2.0,1829.0,21.0,24.0,2014.0,70.0,30.0,19.0,Преображенська,1 січня 2020 р.
68000.0,3.0,1172.0,1.0,3.0,,58.0,35.0,6.0,Депутатська,24 лютого
85000.0,2.0,1312.0,17.0,25.0,,,38.0,14.0,Багговутівська,
160000.0,3.0,2078.0,3.0,5.0,,77.0,,,,26 лютого 2020 р.
135000.0,2.0,2596.0,24.0,25.0,2014.0,52.0,40.0,20.0,Сікорського,7 липня 2020 р.
800000.0,5.0,4000.0,,,,200.0,,,Драгомирова,26 березня 2020 р.
250000.0,3.0,2336.0,10.0,24.0,2016.0,107.0,66.0,13.0,Коперніка,21 липня 2020 р.
127000.0,2.0,1814.0,7.0,17.0,2002.0,70.0,36.0,15.0,Васильківська,20 травня 2020 р.
98000.0,1.0,1661.0,16.0,24.0,,59.0,18.0,,Глибочицька,
125000.0,3.0,1389.0,18.0,25.0,2016.0,90.0,,18.0,Чавдар,17 вересня 2020 р.
229000.0,2.0,3181.0,5.0,6.0,1935.0,72.0,42.0,10.0,Шовковична,10 червня 2020 р.
115000.0,2.0,1420.0,23.0,25.0,2007.0,81.0,41.0,16.0,Дніпровська,9 липня 2019 р.
90000.0,2.0,,,,,,,,Антоновича,9 жовтня 2020 р.
56000.0,2.0,1098.0,2.0,10.0,1987.0,51.0,30.0,8.0,,29 січня
53000.0,2.0,1000.0,9.0,14.0,1990.0,53.0,29.0,8.0,Славгородська,10 січня
250000.0,3.0,3125.0,,,,80.0,,,Драгомирова,7 червня 2019 р.
205000.0,3.0,1627.0,23.0,25.0,2010.0,126.0,74.0,14.0,Срібнокільська,24 березня 2018 р.
59950.0,3.0,517.0,10.0,16.0,2016.0,116.0,,17.0,Харченка,8 травня 2020 р.
250000.0,1.0,3571.0,4.0,14.0,2012.0,70.0,22.0,27.0,Окіпної,2 березня 2016 р.
205000.0,1.0,3796.0,13.0,14.0,2017.0,54.0,18.0,25.0,Саперне Поле,7 липня 2020 р.
38500.0,1.0,1196.0,4.0,5.0,1960.0,,,,Олени Теліги,3 грудня 2020 р.
99999.0,2.0,1667.0,15.0,26.0,2013.0,60.0,39.0,16.0,Кондратюка,15 червня 2020 р.
120000.0,3.0,1739.0,1.0,9.0,1977.0,69.0,,,Мечнікова,3 липня 2020 р.
150000.0,3.0,1829.0,5.0,12.0,1997.0,82.0,42.0,9.0,Героїв Сталінграда,4 листопада 2020 р.
285000.0,4.0,1900.0,8.0,9.0,,150.0,,22.0,Рибальська,
72500.0,2.0,1394.0,4.0,4.0,2019.0,52.0,30.0,,Березова,4 лютого
750000.0,3.0,5000.0,10.0,14.0,2017.0,150.0,95.0,18.0,Саперне Поле,27 березня 2018 р.
493000.0,4.0,4287.0,12.0,24.0,2019.0,115.0,80.0,20.0,Антоновича,21 жовтня 2020 р.
290000.0,3.0,3333.0,22.0,25.0,2019.0,87.0,55.0,15.0,Маккейна,17 вересня 2020 р.
247000.0,3.0,2100.0,13.0,17.0,2019.0,,63.0,15.0,Лейпцизька,26 липня 2020 р.
90000.0,2.0,1139.0,13.0,23.0,2015.0,79.0,34.0,18.0,Драгоманова,13 листопада 2020 р.
80000.0,3.0,1250.0,9.0,9.0,1972.0,64.0,,,Коновальця,14 вересня 2015 р.
103900.0,3.0,1071.0,21.0,25.0,,97.0,51.0,16.0,Василя Стуса,
265000.0,3.0,2944.0,13.0,17.0,2006.0,90.0,38.0,42.0,Тютюнника,26 вересня 2019 р.
105000.0,3.0,1641.0,1.0,5.0,1957.0,64.0,40.0,8.0,Січових Стрільців,31 липня 2020 р.
78000.0,2.0,1696.0,5.0,11.0,2018.0,46.0,20.0,20.0,Райдужна,21 вересня 2020 р.
44900.0,1.0,1182.0,7.0,10.0,1988.0,38.0,17.0,8.0,Закревського,21 лютого
494000.0,6.0,1502.0,8.0,10.0,1996.0,329.0,193.0,47.0,Тургенєвська,8 липня 2020 р.
46500.0,2.0,1257.0,5.0,5.0,1962.0,37.0,22.0,7.0,Васильківська,12 листопада 2020 р.
55000.0,2.0,1078.0,9.0,10.0,1982.0,51.0,31.0,8.0,Зої Космодем'янської,28 грудня 2020 р.
59280.0,2.0,874.0,5.0,26.0,,,,,Радченка,
56000.0,1.0,1273.0,11.0,25.0,,44.0,,,Сверстюка,
47500.0,1.0,1105.0,10.0,18.0,2006.0,43.0,20.0,10.0,Милославська,19 вересня 2020 р.
100000.0,2.0,1099.0,8.0,9.0,1970.0,91.0,,,Метрологічна,27 серпня 2015 р.
103000.0,1.0,2341.0,,,,44.0,,,Деміївська,21 березня 2020 р.
95000.0,3.0,1118.0,2.0,15.0,2019.0,85.0,47.0,13.0,Перемоги,9 вересня 2020 р.
76800.0,3.0,985.0,2.0,5.0,1958.0,78.0,78.0,9.0,Вишгородська,10 липня 2020 р.
257500.0,2.0,4769.0,8.0,25.0,2015.0,54.0,,,Маккейна,7 липня 2020 р.
52500.0,1.0,1094.0,9.0,22.0,,48.0,,21.0,,
302200.0,4.0,2001.0,5.0,22.0,2013.0,151.0,,,Перемоги,25 лютого
63500.0,2.0,814.0,22.0,25.0,,78.0,36.0,12.0,Балтійський,
550000.0,4.0,3416.0,8.0,26.0,2009.0,161.0,67.0,40.0,Звіринецька,14 травня 2020 р.
98700.0,2.0,1484.0,15.0,25.0,2019.0,,,19.0,Ревуцького,26 лютого
80000.0,1.0,2105.0,11.0,21.0,2017.0,38.0,12.0,15.0,Правди,8 липня 2020 р.
35000.0,1.0,946.0,8.0,9.0,1992.0,37.0,19.0,7.0,Милославська,22 лютого
56000.0,2.0,851.0,14.0,24.0,,,,,Вербицького,
36000.0,1.0,1333.0,4.0,5.0,1960.0,27.0,,,Новгородська,вчора о 01:01
87000.0,1.0,1839.0,2.0,25.0,2015.0,,25.0,10.0,Бажана,1 лютого
220000.0,5.0,1222.0,5.0,6.0,,180.0,72.0,12.0,Канівська,
109000.0,3.0,1253.0,7.0,16.0,,87.0,,,Максимовича,
125000.0,2.0,1689.0,23.0,25.0,2016.0,74.0,,,Донця,31 серпня 2020 р.
600000.0,3.0,4800.0,2.0,14.0,,125.0,,,Драгомирова,
60000.0,1.0,1277.0,5.0,16.0,,47.0,22.0,,Тираспольська,
15700000.0,3.0,157000.0,2.0,4.0,1917.0,100.0,76.0,12.0,Саксаганського,24 лютого
45000.0,1.0,1214.9,5.0,16.0,1990.0,,,,Тираспольська,18 січня
160000.0,3.0,1356.0,11.0,25.0,2015.0,118.0,85.0,33.0,Зарічна,27 листопада 2020 р.
65000.0,2.0,1413.0,11.0,16.0,1981.0,46.0,27.0,9.0,Гонгадзе,7 січня
495000.0,3.0,4420.0,13.0,39.0,2017.0,112.0,,,Українки,6 лютого 2019 р.
59000.0,2.0,1283.0,3.0,5.0,1965.0,46.0,,,Світлицького,14 грудня 2020 р.
68000.0,2.0,1447.0,5.0,10.0,1970.0,47.0,35.0,7.0,Воробйова,8 червня 2015 р.
81000.0,3.0,1012.0,17.0,25.0,2018.0,80.0,60.0,14.0,Каховська,22 січня
67000.0,1.0,1675.0,9.0,23.0,,40.0,,12.0,Глибочицька,
170000.0,3.0,1339.0,3.0,3.0,1954.0,127.0,86.0,30.0,Білокур,22 грудня 2020 р.
54500.0,1.0,996.0,23.0,25.0,,,,12.0,Балтійський,
232000.0,3.0,1706.0,11.0,13.0,2014.0,136.0,70.0,,Антоновича,4 січня
75000.0,2.0,789.0,18.0,25.0,,,,,Кондратюка,
99000.0,1.0,2152.0,3.0,4.0,1898.0,46.0,25.0,10.0,Гончара,8 липня 2020 р.
55000.0,1.0,1310.0,6.0,25.0,2019.0,42.0,13.0,9.0,Ревуцького,29 січня
475000.0,3.0,5000.0,3.0,13.0,2017.0,95.0,66.0,13.0,,
70000.0,1.0,1659.0,1.0,19.0,2006.0,,18.0,10.0,Драгоманова,1 червня 2020 р.
79900.0,2.0,1211.0,24.0,25.0,2013.0,66.0,36.0,13.0,Сім’ї Кульженків,13 грудня 2020 р.
215767.9,3.0,2157.7,8.0,16.0,2000.0,100.0,57.0,12.0,Панельна,6 грудня 2015 р.
155000.0,3.0,1550.0,13.0,16.0,2012.0,100.0,55.0,16.0,Вільямса,4 червня 2020 р.
100000.0,1.0,1667.0,13.0,25.0,2008.0,60.0,21.0,17.0,Голосіївська,вчора о 21:10
1010000.0,4.0,5674.0,23.0,26.0,2017.0,178.0,92.0,22.0,Оболонський,24 грудня 2019 р.
45000.0,1.0,1500.0,1.0,9.0,1975.0,30.0,16.0,5.0,Миколи Голего,15 лютого
80000.0,1.0,1333.0,4.0,24.0,2012.0,60.0,,,Дніпровська,21 січня
115000.0,2.0,1575.0,21.0,25.0,2015.0,73.0,37.0,15.0,Малиновського,25 січня 2017 р.
620000.0,5.0,3605.0,14.0,17.0,2001.0,172.0,93.0,13.0,Назарівська,21 жовтня 2020 р.
250500.0,6.0,1668.0,13.0,14.0,1978.0,,81.0,13.0,Гоголівська,14 січня
39000.0,1.0,1345.0,1.0,5.0,1963.0,29.0,16.0,5.0,Дорогожицька,29 січня
30970.0,1.0,1106.0,12.0,13.0,2013.0,28.0,13.0,5.0,Петропавлівська,1 лютого
360000.0,5.0,2400.0,5.0,6.0,1936.0,150.0,120.0,15.0,Грушевського,13 грудня 2018 р.
250000.0,2.0,2976.0,15.0,23.0,2008.0,84.0,60.0,15.0,Іллєнка,8 лютого
